NAME,ORG_NAME,ORG_ID
LON009102,IPC05523,101
LON009568,IPC04514,26
LON009929,IPC05548,115
LON009972,IPC05319,81
LRH000063,IPC03024,33
LUG000003,IPC04578,35
LUG000137,IPC04472,25
LUG000278,IPC04472,25
LUG000602,IPC04578,35
LUX000091,IPC05521,100
LUX000222,IPC05521,100
LUX000414,IPC04932,62
LUX000985,IPC04932,62
LUX001010,IPC041103199,31
LYS000049,IPC04358,28
LYS000054,IPC04358,28
LYS000400,IPC05541,110
LYS000402,IPC03024,33
LYS000410,IPC05162,76
LYS000411,IPC05162,76
LYS000848,IPC04358,28
LYS001123,IPC04358,28
LYS005415,IPC05541,110
LYS007531,IPC03024,33
MAD000012,IPC05538,109
MAD000013,IPC05538,109
MAD000014,IPC05569,127
MAD000235,IPC04624,39
MAD000292,IPC04514,26
MAD000549,IPC05319,81
MAD000609,IPC04624,39
MAD000761,IPC04472,25
MAD000880,IPC05020,68
MAD001216,IPC04472,25
MAD002202,IPC04624,39
MAD002354,IPC05515,97
MAD003600,IPC04514,26
MAD004852,IPC05020,68
MAN000085,IPC04932,62
MAN000099,IPC04932,62
MCM000004,IPC04472,25
MEX000017,IPC01941W,24
MEX000018,IPC04489,46
MEX000020,IPC05398,88
MEX000902,IPC05398,88
MGL000030,IPC04489,46
MGL000032,IPC04489,46
MHG000075,IPC04578,35
MHG002202,IPC04578,35
MHG008748,IPC04578,35
MIL000092,IPC03620,137
MIL000101,IPC05560,124
MIL000204,IPC04968,66
MIL000235,IPC05560,124
MIL000490,IPC01281,78
MIL000552,IPC04472,25
MIL000553,IPC04472,25
MIL000648,IPC05020,68
MIL000665,IPC05020,68
MIL000826,IPC01281,78
MIL000956,IPC05398,88
MIL000962,IPC05517,98
MIL000996,IPC05517,98
MIL001332,IPC04514,26
MIL001370,IPC04472,25
MIL001371,IPC04514,26
MIL001844,IPC04248,17
MIL003421,IPC05563,121
MIL009023,IPC05398,88
MPL000142,IPC01281,78
MRS000073,IPC03024,33
MRU000200,IPC05521,100
MRU000365,IPC05521,100
MSR000020,IPC05517,98
MSR000945,IPC05517,98
MUC000018,IPC04578,35
MUC000051,IPC04578,35
MUC000278,IPC04932,62
MUC000285,IPC04578,35
MUC000410,IPC04514,26
MUC000581,IPC05521,100
MUC000630,IPC04514,26
MUC000694,IPC060401057,105
MUC000733,IPC04472,25
MUC000932,IPC05521,100
MUC000957,IPC04932,62
MUC000967,IPC04932,62
MUC001171,IPC04578,35
MUC001172,IPC04578,35
MUC002894,IPC05414,93
MUC002895,IPC05414,93
MZM000040,IPC03024,33
NAP000043,IPC01281,78
NAP000046,IPC04472,25
NAP000065,IPC04472,25
NCE000078,IPC04472,25
NCE000481,IPC04472,25
NCY000063,IPC03024,33
NCY000072,IPC04578,35
NEA000086,IPC04932,62
NEA000198,IPC04932,62
NEA000222,IPC05563,121
NLD000054,IPC05538,109
NLD000206,IPC05563,121
NLD000557,IPC04472,25
NLD000610,IPC01941W,24
NLD000629,IPC04358,28
NLD000902,IPC05513,96
NLD000950,IPC05513,96
NLD000955,IPC05513,96
NLD000956,IPC05513,96
NLD001532,IPC04624,39
NLD002666,IPC05538,109
NLD002700,IPC05538,109
NOR000200,IPC04578,35
NOR000202,IPC04578,35
NOW000104,IPC04624,39
NOW000300,IPC05538,109
NOW000302,IPC05538,109
NOW000304,IPC05538,109
NOW000354,IPC05521,100
NTE000048,IPC03024,33
NTE000401,IPC03024,33
NUE000015,IPC05521,100
NUE000032,IPC05521,100
NUE000202,IPC04578,35
NUE000332,IPC04946,60
NYC000071,IPC01281,78
OPO000046,IPC03094,41
ORE000052,IPC03024,33
ORE000066,IPC03024,33
PAR000049,IPC05570,132
PAR000155,IPC04932,62
PAR000376,IPC04472,25
PAR000408,IPC03024,33
PAR000550,IPC05570,132
PAR000965,IPC03264,86
PAR001139,IPC04472,25
PAR002703,IPC04932,62
PAR003163,IPC04514,26
PAR003602,IPC04514,26
PAR006923,IPC03264,86
PGF000030,IPC03024,33
PGX000030,IPC03024,33
PHX000400,IPC03264,86
PIS000005,IPC03024,33
PMF000054,IPC04472,25
POL000024,IPC05538,109
POL000081,IPC05517,98
POL000307,IPC05162,76
POL000332,IPC04946,60
POL000366,IPC05162,76
POL000407,IPC05541,110
POL000408,IPC05541,110
POL000409,IPC05538,109
POL000700,IPC03257,111
POL000910,IPC03257,111
POX000196,IPC03024,33
POX000514,IPC01281,78
POX000600,IPC01281,78
PRT003465,IPC05563,121
PRT021310,IPC04624,39
PUF000036,IPC03024,33
PUF000038,IPC03024,33
PUF000049,IPC05521,100
PUF000200,IPC05521,100
QAL000033,IPC04472,25
QAM000057,IPC03024,33
QBO000108,IPC04578,35
QBQ000033,IPC03024,33
QBQ000035,IPC03024,33
QBQ000200,IPC05517,98
QBQ000202,IPC05517,98
QBS000078,IPC04968,66
QBS000080,IPC04514,26
QBS000085,IPC04968,66
QBS000365,IPC04514,26
QCM000120,IPC04946,60
QFC000511,IPC04358,28
QFC000514,IPC04358,28
QGL000003,IPC04578,35
QGL000004,IPC04578,35
QGL000053,IPC04578,35
QGN000002,IPC05398,88
QGN000050,IPC05398,88
QHA000021,IPC04472,25
QHA000026,IPC05521,100
QHA000035,IPC05538,109
QHA000135,IPC05538,109
QHA000202,IPC05521,100
QHA000402,IPC05538,109
QHA000600,IPC05538,109
QHA000624,IPC05521,100
QHA000628,IPC041103199,31
QHA000765,IPC05521,100
QHA048807,IPC01941W,24
QLJ000020,IPC04578,35
QLJ000035,IPC05570,132
QLJ000040,IPC05570,132
QLJ000148,IPC04578,35
QLS000102,IPC04578,35
QLS000195,IPC04578,35
QLS000196,IPC04578,35
QMO000090,IPC041103199,31
QMO004857,IPC041103199,31
QMZ000024,IPC04578,35
QMZ000033,IPC04578,35
QNM000016,IPC05521,100
QNM000090,IPC041103199,31
QPA000066,IPC01281,78
QPA000090,IPC04968,66
QPB000005,IPC01281,78
QVA000028,IPC04946,60
QVA000051,IPC04514,26
QVA000064,IPC04514,26
QWU000029,IPC05521,100
QWU000051,IPC05521,100
QYR000027,IPC03024,33
RAN000002,IPC05517,98
RDG000204,IPC01281,78
RDG000206,IPC01281,78
RDG003641,IPC04514,26
RDG003649,IPC04514,26
ROM000095,IPC05538,109
ROM000131,IPC05538,109
ROM000142,IPC04472,25
ROM000158,IPC05523,101
ROM000294,IPC04472,25
ROM000522,IPC01281,78
ROM000607,IPC04514,26
ROM000661,IPC04514,26
ROM000912,IPC05538,109
ROM001132,IPC04472,25
ROM008979,IPC05538,109
RTM000005,IPC04932,62
RTM000305,IPC04932,62
RTM000533,IPC04946,60
RTM000810,IPC04946,60
RUM000902,IPC04578,35
RUS000017,IPC05162,76
RUS000019,IPC05162,76
RUS000021,IPC01941W,24
RUS000027,IPC05162,76
RUS000034,IPC05020,68
RUS000035,IPC05162,76
RUS000048,IPC05020,68
RUS000049,IPC05538,109
RUS000100,IPC05538,109
SCN000046,IPC04578,35
SCN005693,IPC04578,35
SCO000047,IPC05538,109
SCO000204,IPC05538,109
SCO000232,IPC05538,109
SCO000353,IPC04932,62
SCO000354,IPC05538,109
SCO000424,IPC05521,100
SCO000445,IPC04932,62
SCO000606,IPC05521,100
SCO000900,IPC05523,101
SEG000001,IPC04624,39
SEG000050,IPC04624,39
SFO000001,IPC04514,26
SFO000900,IPC04514,26
SIN000007,IPC05519,118
SIN000049,IPC04758,52
SIN000079,IPC04514,26
SIN000080,IPC04514,26
SIN000082,IPC05519,118
SIN000083,IPC05519,118
SIN000089,IPC05519,118
SIN000090,IPC05519,118
SIN000108,IPC03264,86
SIN000112,IPC05463,95
SIN000113,IPC05519,118
SIN000119,IPC04946,60
SIN000129,IPC05519,118
SIN000130,IPC05463,95
